id,year,dane_code,ind_1_icbf_children,ind_2_prescholar_children,ind_3_total_children,ind_4_overlaping_services,source_id
7277,2021,25258,38,1,39,94.6,117
7278,2021,25260,514,91,605,89.5,117
7279,2021,25279,157,3,160,89.2,117
7280,2021,25281,201,45,246,97.1,117
7281,2021,25288,164,37,201,95.4,117
7282,2021,25293,189,0,189,90.8,117
7283,2021,25295,325,220,545,89.0,117
7284,2021,25297,299,1,300,91.2,117
7285,2021,25299,118,0,118,89.5,117
7286,2021,25312,144,0,144,94.4,117
7287,2021,25317,340,4,344,89.1,117
7288,2021,25320,504,29,533,82.7,117
7289,2021,25322,291,171,462,86.3,117
7290,2021,25324,26,12,38,97.4,117
7291,2021,25326,146,36,182,95.0,117
7292,2021,25328,62,0,62,91.8,117
7293,2021,25335,175,92,267,92.7,117
7294,2021,25339,116,0,116,98.3,117
7295,2021,25368,83,0,83,92.8,117
7296,2021,25372,239,1,240,97.0,117
7297,2021,25377,342,34,376,88.6,117
7298,2021,25386,573,86,659,90.5,117
7299,2021,25394,255,29,284,90.5,117
7300,2021,25398,158,43,201,94.4,117
7301,2021,25402,495,1,496,94.5,117
7302,2021,25407,202,1,203,80.9,117
7303,2021,25426,134,1,135,95.5,117
7304,2021,25430,1076,700,1776,89.0,117
7305,2021,25436,74,0,74,93.1,117
7306,2021,25438,324,2,326,96.9,117
7307,2021,25483,54,4,58,96.6,117
7308,2021,25486,217,0,217,99.5,117
7309,2021,25488,148,21,169,97.0,117
7310,2021,25489,103,0,103,88.9,117
7311,2021,25491,128,0,128,96.0,117
7312,2021,25513,547,255,802,91.8,117
7313,2021,25518,81,0,81,98.8,117
7314,2021,25524,134,0,134,94.7,117
7315,2021,25530,311,11,322,95.8,117
7316,2021,25535,183,0,183,92.9,117
7317,2021,25572,371,122,493,93.2,117
7318,2021,25580,55,16,71,64.8,117
7319,2021,25592,128,67,195,90.4,117
7320,2021,25594,131,60,191,97.4,117
7321,2021,25596,179,26,205,89.2,117
7322,2021,25612,282,97,379,92.4,117
7323,2021,25645,169,3,172,94.7,117
7324,2021,25649,299,1,300,95.6,117
7325,2021,25653,101,1,102,99.0,117
7326,2021,25658,293,3,296,94.5,117
7327,2021,25662,282,1,283,95.6,117
7328,2021,25718,225,0,225,91.2,117
7329,2021,25736,316,4,320,95.6,117
7330,2021,25740,752,262,1014,82.3,117
7331,2021,25743,547,6,553,92.2,117
7332,2021,25745,366,155,521,85.4,117
7333,2021,25758,376,127,503,88.8,117
7334,2021,25769,188,149,337,93.5,117
7335,2021,25772,561,24,585,83.8,117
7336,2021,25777,126,0,126,86.5,117
7337,2021,25779,230,56,286,94.3,117
7338,2021,25781,173,0,173,90.6,117
7339,2021,25785,245,171,416,91.0,117
7340,2021,25793,146,0,146,92.8,117
7341,2021,25797,132,1,133,96.2,117
7342,2021,25799,227,222,449,88.2,117
7343,2021,25805,67,0,67,97.0,117
7344,2021,25807,60,0,60,96.6,117
7345,2021,25815,417,85,502,94.3,117
7346,2021,25817,586,542,1128,87.7,117
7347,2021,25823,60,0,60,98.3,117
7348,2021,25839,340,70,410,95.7,117
7349,2021,25841,127,2,129,94.4,117
7350,2021,25845,241,4,245,96.3,117
7351,2021,25851,40,6,46,97.8,117
7352,2021,25506,95,0,95,95.6,117
7353,2021,25862,176,33,209,97.1,117
7354,2021,25867,140,1,141,94.2,117
7355,2021,25843,1333,251,1584,89.3,117
7356,2021,25871,75,0,75,95.8,117
7357,2021,25873,686,3,689,98.2,117
7358,2021,25875,395,16,411,92.6,117
7359,2021,25878,370,1,371,95.1,117
7360,2021,25885,436,5,441,90.1,117
7361,2021,25898,123,22,145,95.0,117
7362,2021,66170,3781,736,4517,88.0,117
7363,2021,15238,1792,1087,2879,95.2,117
7364,2021,05266,1143,781,1924,88.3,117
7365,2021,25269,1896,1072,2968,92.7,117
7366,2021,18001,6296,1806,8102,96.0,117
7367,2021,68276,4867,1156,6023,89.5,117
7368,2021,25286,441,707,1148,93.8,117
7369,2021,25290,1926,610,2536,95.2,117
7370,2021,25307,1839,812,2651,92.8,117
7371,2021,68307,3787,1354,5141,88.4,117
7372,2021,94343,603,25,628,58.3,117
7373,2021,94886,0,4,4,0.0,117
7374,2021,94001,1210,507,1717,61.2,117
7375,2021,94885,0,0,0,ERROR: DIV0,117
7376,2021,05480,0,0,0,ERROR: DIV0,117
7377,2021,94888,0,0,0,ERROR: DIV0,117
7378,2021,94887,0,9,9,0.0,117
7379,2021,94884,0,7,7,14.3,117
7380,2021,94883,0,19,19,0.0,117
7381,2021,95015,494,100,594,89.7,117
7382,2021,95025,694,172,866,89.4,117
7383,2021,95200,285,24,309,89.9,117
7384,2021,95001,3249,606,3855,89.5,117
7385,2021,41006,792,389,1181,94.9,117
7386,2021,41013,403,111,514,96.6,117
7387,2021,41016,749,205,954,97.8,117
7388,2021,41020,906,197,1103,95.8,117
7389,2021,41026,136,3,139,96.9,117
7390,2021,41078,363,59,422,94.8,117
7391,2021,41132,898,327,1225,96.8,117
7392,2021,41206,384,32,416,96.4,117
7393,2021,41244,123,32,155,98.7,117
7394,2021,41298,3651,902,4553,95.4,117
7395,2021,41306,1102,291,1393,95.9,117
7396,2021,41319,841,39,880,96.9,117
7397,2021,41349,267,107,374,98.7,117
7398,2021,41357,929,112,1041,94.3,117
7399,2021,41359,1122,123,1245,98.8,117
7400,2021,41378,371,126,497,97.1,117
7401,2021,41396,2176,314,2490,98.0,117
7402,2021,41483,122,31,153,92.0,117
7403,2021,41503,587,52,639,99.1,117
7404,2021,41518,103,80,183,95.5,117
7405,2021,41524,838,100,938,92.0,117
7406,2021,41530,442,19,461,94.3,117
7407,2021,41548,640,114,754,93.5,117
7408,2021,41615,1035,130,1165,97.8,117
7409,2021,41660,450,76,526,91.6,117
7410,2021,41668,1407,161,1568,96.3,117
7411,2021,41676,597,144,741,94.2,117
7412,2021,41770,543,335,878,97.2,117
7413,2021,41791,1026,153,1179,96.4,117
7414,2021,41799,811,128,939,95.7,117
7415,2021,41801,385,98,483,96.9,117
7416,2021,41797,554,65,619,97.4,117
7417,2021,41807,956,224,1180,97.0,117
7418,2021,41872,315,71,386,94.9,117
7419,2021,41885,220,96,316,98.1,117
7420,2021,73001,12320,5577,17897,94.5,117
7421,2021,52356,3232,1308,4540,90.0,117
7422,2021,05360,2619,1239,3858,78.3,117
7423,2021,76364,3246,378,3624,87.3,117
7424,2021,44035,2354,104,2458,78.1,117
7425,2021,44078,2938,346,3284,75.2,117
7426,2021,44090,3514,794,4308,44.3,117
7427,2021,44098,872,20,892,66.5,117
7428,2021,44110,285,70,355,71.7,117
7429,2021,44279,3277,888,4165,70.4,117
7430,2021,44378,1507,45,1552,63.2,117
7431,2021,44420,136,54,190,83.0,117
7432,2021,44560,13703,794,14497,62.9,117
7433,2021,44650,2900,719,3619,76.6,117
7434,2021,44855,481,0,481,83.8,117
7435,2021,44874,1394,49,1443,82.2,117
7436,2021,23417,5439,921,6360,91.9,117
7437,2021,13430,4242,167,4409,92.9,117
7438,2021,47030,1050,106,1156,87.5,117
7439,2021,47053,2453,494,2947,86.4,117
7440,2021,47058,1800,457,2257,93.5,117
7441,2021,47161,599,0,599,91.3,117
7442,2021,47170,747,124,871,91.1,117
7443,2021,47205,555,2,557,91.3,117
7444,2021,47245,2835,330,3165,88.1,117
7445,2021,47258,1107,83,1190,92.8,117
7446,2021,47268,1692,307,1999,91.4,117
7447,2021,47288,4116,971,5087,78.2,117
7448,2021,47318,1847,4,1851,94.0,117
7449,2021,47460,793,2,795,97.1,117
7450,2021,47541,811,1,812,88.9,117
7451,2021,47545,864,1,865,96.5,117
7452,2021,47551,1968,224,2192,89.3,117
7453,2021,47555,3342,282,3624,92.1,117
7454,2021,47570,2590,6,2596,92.9,117
7455,2021,47605,865,2,867,94.1,117
7456,2021,47660,1014,27,1041,91.4,117
7457,2021,47675,721,131,852,92.1,117
7458,2021,47692,1278,442,1720,93.1,117
7459,2021,47703,913,32,945,92.1,117
7460,2021,47707,1575,136,1711,96.2,117
7461,2021,47720,815,8,823,95.2,117
7462,2021,47745,1308,7,1315,86.0,117
7463,2021,47798,898,3,901,96.5,117
7464,2021,47960,681,2,683,92.0,117
7465,2021,47980,4992,159,5151,90.2,117
7466,2021,44430,12356,1736,14092,80.0,117
7467,2021,08433,4462,1204,5666,83.6,117
7468,2021,17001,8752,1656,10408,92.5,117
7469,2021,05001,67748,6358,74106,76.4,117
7470,2021,50006,1928,106,2034,98.1,117
7471,2021,50110,341,103,444,94.8,117
7472,2021,50124,218,1,219,91.7,117
7473,2021,50150,377,93,470,96.5,117
7474,2021,50223,186,55,241,94.5,117
7475,2021,50226,703,128,831,94.5,117
7476,2021,50245,13,5,18,94.4,117
7477,2021,50251,228,91,319,89.5,117
7478,2021,50270,146,26,172,94.7,117
7479,2021,50287,372,3,375,95.0,117
7480,2021,50313,2815,766,3581,93.8,117
7481,2021,50318,328,16,344,93.7,117
7482,2021,50350,436,127,563,93.5,117
7483,2021,50400,162,99,261,96.2,117
7484,2021,50325,547,55,602,86.6,117
7485,2021,50330,252,75,327,93.5,117
7486,2021,50450,399,1,400,91.9,117
7487,2021,50568,2293,339,2632,85.5,117
7488,2021,50577,274,85,359,92.3,117
7489,2021,50573,1702,67,1769,95.4,117
7490,2021,50590,302,113,415,91.9,117
7491,2021,50606,462,3,465,98.2,117
7492,2021,50680,629,2,631,96.7,117
7493,2021,50683,307,18,325,97.2,117
7494,2021,50686,101,0,101,94.4,117
7495,2021,50689,1040,83,1123,96.7,117
7496,2021,50370,393,47,440,94.2,117
7497,2021,50711,609,153,762,93.2,117
7498,2021,23001,16084,1627,17711,90.5,117
7499,2021,25473,1389,1127,2516,92.3,117
7500,2021,52019,301,21,322,97.2,117
7501,2021,52022,183,2,185,97.8,117
7502,2021,52036,70,0,70,100.0,117
7503,2021,52051,222,0,222,97.2,117
7504,2021,52079,2029,82,2111,90.4,117
7505,2021,52083,158,37,195,92.1,117
7506,2021,52110,432,1,433,94.2,117
7507,2021,52240,293,1,294,98.6,117
7508,2021,52203,229,18,247,99.2,117
7509,2021,52207,170,0,170,98.8,117
7510,2021,52210,145,4,149,93.3,117
7511,2021,52215,440,2,442,97.0,117
7512,2021,52224,404,2,406,99.0,117
7513,2021,52227,1014,68,1082,97.5,117
7514,2021,52233,527,0,527,94.2,117
7515,2021,52250,2108,90,2198,89.5,117
7516,2021,52254,109,0,109,98.2,117
7517,2021,52256,239,10,249,94.2,117
7518,2021,52258,266,0,266,89.1,117
7519,2021,52260,215,0,215,100.0,117
7520,2021,52520,845,40,885,92.7,117
7521,2021,52287,155,0,155,97.4,117
7522,2021,52317,407,2,409,98.5,117
7523,2021,52320,379,8,387,98.3,117
7524,2021,52323,134,0,134,100.0,117
7525,2021,52352,174,3,177,96.6,117
7526,2021,52354,60,5,65,98.5,117
7527,2021,52378,394,2,396,94.3,117
7528,2021,52381,170,1,171,98.2,117
7529,2021,52385,90,0,90,96.7,117
7530,2021,52390,688,11,699,96.6,117
7531,2021,52399,816,41,857,93.2,117
7532,2021,52405,487,1,488,98.1,117
7533,2021,52411,150,1,151,95.4,117
7534,2021,52418,261,3,264,95.4,117
7535,2021,52427,514,61,575,82.1,117
7536,2021,52435,179,1,180,93.3,117
7537,2021,52473,865,5,870,89.3,117
7538,2021,52480,74,41,115,94.7,117
7539,2021,52490,2435,5,2440,89.0,117
7540,2021,52506,74,2,76,100.0,117
7541,2021,52540,627,60,687,88.6,117
7542,2021,52560,387,3,390,96.4,117
7543,2021,52565,91,0,91,97.8,117
7544,2021,52573,337,1,338,97.0,117
7545,2021,52585,623,3,626,98.5,117
7546,2021,52612,1437,139,1576,94.7,117
7547,2021,52621,670,15,685,87.6,117
7548,2021,52678,425,28,453,91.2,117
7549,2021,52685,330,1,331,96.9,117
7550,2021,52687,640,23,663,98.8,117
7551,2021,52693,330,0,330,96.6,117
7552,2021,52694,263,0,263,98.8,117
7553,2021,52683,397,0,397,95.6,117
7554,2021,52696,767,37,804,87.5,117
7555,2021,52699,435,4,439,95.6,117
7556,2021,52720,299,2,301,98.3,117
7557,2021,52786,540,1,541,94.6,117
7558,2021,52788,192,0,192,96.9,117
7559,2021,52838,1652,196,1848,96.4,117
7560,2021,52885,171,0,171,93.5,117
7561,2021,41001,10696,3523,14219,94.8,117
7562,2021,54003,839,12,851,96.8,117
7563,2021,54051,457,0,457,93.7,117
7564,2021,54099,222,24,246,93.4,117
7565,2021,54109,213,16,229,95.9,117
7566,2021,54128,387,1,388,94.5,117
7567,2021,54125,138,3,141,98.6,117
7568,2021,54172,232,18,250,88.0,117
7569,2021,54174,636,3,639,96.1,117
7570,2021,54206,994,163,1157,83.2,117
7571,2021,54223,331,3,334,97.9,117
7572,2021,54239,209,1,210,98.5,117
7573,2021,54245,639,28,667,90.9,117
7574,2021,54250,1367,207,1574,76.1,117
7575,2021,54261,922,88,1010,92.3,117
7576,2021,54313,286,0,286,92.2,117
7577,2021,54344,736,42,778,82.4,117
7578,2021,54347,50,26,76,92.1,117
7579,2021,54385,549,1,550,95.0,117
7580,2021,54398,467,0,467,98.0,117
7581,2021,54377,222,2,224,99.5,117
7582,2021,54405,1758,364,2122,89.4,117
7583,2021,54418,252,1,253,93.3,117
7584,2021,54480,174,0,174,97.1,117
7585,2021,54498,2374,439,2813,89.4,117
7586,2021,54518,1242,249,1491,92.0,117
7587,2021,54520,266,21,287,96.5,117
7588,2021,54553,438,4,442,95.9,117
7589,2021,54599,231,1,232,94.4,117
7590,2021,54660,453,26,479,94.0,117
7591,2021,54670,837,31,868,86.2,117
7592,2021,54673,338,0,338,85.4,117
7593,2021,54680,164,1,165,94.4,117
7594,2021,54720,1143,278,1421,86.1,117
7595,2021,54743,280,21,301,94.3,117
7596,2021,54800,1018,163,1181,86.2,117
7597,2021,54810,2814,960,3774,81.2,117
7598,2021,54820,897,19,916,95.5,117
7599,2021,54871,230,0,230,98.7,117
7600,2021,54874,1962,211,2173,79.2,117
7601,2021,76520,4955,1816,6771,86.9,117
7602,2021,52001,6989,2574,9563,96.8,117
7603,2021,66001,8983,4070,13053,89.6,117
7604,2021,68547,2998,306,3304,90.1,117
7605,2021,41551,4433,449,4882,95.3,117
7606,2021,19001,6379,1070,7449,94.5,117
7607,2021,86219,256,47,303,94.0,117
7608,2021,86001,2087,610,2697,89.3,117
7609,2021,86320,1793,489,2282,91.5,117
7610,2021,86568,2346,810,3156,93.1,117
7611,2021,86569,546,106,652,94.7,117
7612,2021,86571,848,218,1066,96.3,117
7613,2021,86573,1063,232,1295,91.1,117
7614,2021,86755,284,38,322,94.6,117
7615,2021,86757,934,172,1106,88.3,117
7616,2021,86760,393,20,413,85.4,117
7617,2021,86749,768,166,934,91.5,117
7618,2021,86865,1366,359,1725,89.6,117
7619,2021,86885,1109,256,1365,93.9,117
7620,2021,27001,14945,2151,17096,76.5,117
7621,2021,63111,92,20,112,91.7,117
7622,2021,63130,1713,453,2166,91.0,117
7623,2021,63190,656,161,817,93.1,117
7624,2021,63212,148,55,203,95.5,117
7625,2021,63272,331,34,365,95.7,117
7626,2021,63302,207,72,279,95.5,117
7627,2021,63401,894,434,1328,94.3,117
7628,2021,63470,939,333,1272,92.0,117
7629,2021,63548,135,53,188,92.9,117
7630,2021,63594,679,151,830,93.0,117
7631,2021,63690,101,40,141,89.2,117
7632,2021,44001,18450,2589,21039,68.9,117
7633,2021,05615,3098,1128,4226,85.7,117
7634,2021,66045,402,14,416,93.9,117
7635,2021,66075,191,44,235,93.0,117
7636,2021,66088,579,193,772,94.9,117
7637,2021,66318,389,48,437,96.0,117
7638,2021,66383,239,41,280,93.2,117
7639,2021,66400,1187,56,1243,94.0,117
7640,2021,66440,492,26,518,90.3,117
7641,2021,66456,994,63,1057,82.0,117
7642,2021,66572,2363,104,2467,91.7,117
7643,2021,66594,1082,196,1278,95.1,117
7644,2021,66682,1725,403,2128,94.9,117
7645,2021,66687,453,41,494,93.0,117
7646,2021,05631,684,298,982,81.3,117
7647,2021,23660,3389,926,4315,93.8,117
7648,2021,88564,257,40,297,98.3,117
7649,2021,88001,1561,604,2165,95.8,117
7650,2021,47001,16563,4541,21104,81.9,117
7651,2021,68013,62,1,63,92.9,117
7652,2021,68020,170,0,170,91.4,117
7653,2021,68051,291,0,291,97.9,117
7654,2021,68077,640,51,691,90.8,117
7655,2021,68079,242,45,287,97.1,117
7656,2021,68092,70,3,73,91.8,117
7657,2021,68101,62,45,107,97.2,117
7658,2021,68121,12,0,12,100.0,117
7659,2021,68132,52,0,52,98.0,117
7660,2021,68147,235,0,235,93.9,117
7661,2021,68152,174,0,174,97.6,117
7662,2021,68160,12,0,12,100.0,117
7663,2021,68162,261,63,324,91.0,117
7664,2021,68167,441,114,555,94.0,117
7665,2021,68169,63,0,63,98.4,117
7666,2021,68176,79,0,79,100.0,117
7667,2021,68179,134,19,153,96.0,117
7668,2021,68190,1427,236,1663,84.2,117
7669,2021,68207,218,3,221,90.9,117
7670,2021,68209,152,1,153,98.0,117
7671,2021,68211,145,0,145,97.2,117
7672,2021,68217,288,18,306,93.3,117
7673,2021,68229,315,15,330,97.2,117
7674,2021,68235,651,34,685,89.8,117
7675,2021,68245,30,3,33,97.0,117
7676,2021,68250,199,1,200,88.7,117
7677,2021,68255,946,37,983,92.9,117
7678,2021,68264,141,28,169,98.2,117
7679,2021,68266,156,0,156,97.4,117
7680,2021,68271,230,4,234,91.4,117
7681,2021,68296,128,14,142,96.4,117
7682,2021,68298,210,26,236,93.2,117
7683,2021,68318,72,0,72,94.4,117
7684,2021,68320,89,17,106,100.0,117
7685,2021,68322,30,0,30,100.0,117
7686,2021,68324,145,1,146,82.4,117
7687,2021,68327,205,0,205,95.4,117
7688,2021,68344,54,1,55,98.2,117
7689,2021,68368,78,1,79,92.4,117
7690,2021,68370,25,0,25,100.0,117
7691,2021,68377,278,0,278,90.8,117
7692,2021,68397,107,0,107,95.2,117
7693,2021,68385,189,30,219,86.3,117
7694,2021,68406,1054,50,1104,85.7,117
7695,2021,68418,253,0,253,86.8,117
7696,2021,68425,79,0,79,97.5,117
7697,2021,68432,833,103,936,94.7,117
7698,2021,68444,109,11,120,96.6,117
7699,2021,68464,533,17,550,97.4,117
7700,2021,68468,185,0,185,97.2,117
7701,2021,68498,161,14,175,96.6,117
7702,2021,68500,310,48,358,95.2,117
7703,2021,68502,198,0,198,96.9,117
7704,2021,68522,48,15,63,94.9,117
7705,2021,68524,71,11,82,85.2,117
7706,2021,68533,201,3,204,93.8,117
7707,2021,68549,121,0,121,99.2,117
7708,2021,68572,358,45,403,94.5,117
7709,2021,68573,223,0,223,93.1,117
7710,2021,68575,1278,140,1418,89.9,117
7711,2021,68615,1115,101,1216,90.7,117
7712,2021,68655,862,56,918,92.2,117
7713,2021,68669,190,1,191,94.2,117
7714,2021,68673,111,0,111,95.3,117
7715,2021,68679,1204,133,1337,94.8,117
7716,2021,68682,88,0,88,98.8,117
7717,2021,68684,259,0,259,96.9,117
7718,2021,68686,159,1,160,95.5,117
7719,2021,68689,1177,168,1345,90.0,117
7720,2021,68705,24,0,24,87.5,117
7721,2021,68720,155,1,156,100.0,117
7722,2021,68745,235,43,278,95.7,117
7723,2021,68755,706,71,777,92.8,117
7724,2021,68770,369,48,417,87.1,117
7725,2021,68773,264,1,265,89.2,117
7726,2021,68780,154,0,154,97.9,117
7727,2021,68820,237,21,258,84.0,117
7728,2021,68855,191,28,219,94.4,117
7729,2021,68861,569,14,583,92.0,117
7730,2021,68867,24,1,25,100.0,117
7731,2021,68872,285,0,285,99.6,117
7732,2021,68895,329,9,338,97.5,117
7733,2021,70001,11718,1804,13522,91.6,117
7734,2021,25754,8250,3818,12068,85.0,117
7735,2021,15759,2989,897,3886,88.9,117
7736,2021,08758,11420,2259,13679,85.4,117
7737,2021,70110,709,2,711,92.5,117
7738,2021,70124,609,1,610,96.2,117
7739,2021,70230,441,35,476,94.7,117
7740,2021,70204,430,1,431,94.3,117
7741,2021,70215,1240,30,1270,95.7,117
7742,2021,70221,495,12,507,93.0,117
7743,2021,70233,366,0,366,93.4,117
7744,2021,70235,675,2,677,95.5,117
7745,2021,70265,598,2,600,97.2,117
7746,2021,70400,832,8,840,93.8,117
7747,2021,70418,1017,134,1151,94.1,117
7748,2021,70429,1256,72,1328,94.0,117
7749,2021,70473,802,30,832,97.8,117
7750,2021,70508,1084,119,1203,95.5,117
7751,2021,70523,667,21,688,97.8,117
7752,2021,70670,1917,44,1961,97.1,117
7753,2021,70678,1900,1,1901,93.7,117
7754,2021,70823,1289,171,1460,93.8,117
7755,2021,70702,482,1,483,95.6,117
7756,2021,70742,834,1,835,97.3,117
7757,2021,70708,1729,193,1922,91.9,117
7758,2021,70713,2100,731,2831,88.9,117
7759,2021,70717,774,0,774,96.3,117
7760,2021,70820,1481,8,1489,93.9,117
7761,2021,70771,914,11,925,96.8,117
7762,2021,73024,168,36,204,96.6,117
7763,2021,73026,353,13,366,96.8,117
7764,2021,73030,133,30,163,98.2,117
7765,2021,73043,464,52,516,97.6,117
7766,2021,73055,255,131,386,92.2,117
7767,2021,73067,1136,119,1255,91.8,117
7768,2021,73124,438,170,608,96.9,117
7769,2021,73148,387,122,509,96.6,117
7770,2021,73152,206,30,236,96.6,117
7771,2021,73168,1767,407,2174,94.8,117
7772,2021,73200,69,51,120,95.8,117
7773,2021,73217,1545,168,1713,97.2,117
7774,2021,73226,369,78,447,94.9,117
7775,2021,73236,449,40,489,95.6,117
7776,2021,73268,1594,440,2034,94.4,117
7777,2021,73270,253,52,305,95.0,117
7778,2021,73275,446,288,734,94.5,117
7779,2021,73283,740,285,1025,96.8,117
7780,2021,73319,594,168,762,94.6,117
7781,2021,73347,174,40,214,99.1,117
7782,2021,73349,577,157,734,95.5,117
7783,2021,73352,413,90,503,92.4,117
7784,2021,73408,615,161,776,97.1,117
7785,2021,73411,1167,210,1377,95.2,117
7786,2021,73449,1358,305,1663,92.4,117
7787,2021,73461,133,29,162,93.0,117
7788,2021,73483,501,62,563,96.6,117
7789,2021,73504,1635,113,1748,96.5,117
7790,2021,73520,336,12,348,98.6,117
7791,2021,73547,180,36,216,95.7,117
7792,2021,73555,1451,322,1773,89.4,117
7793,2021,73563,483,45,528,93.9,117
7794,2021,73585,941,50,991,94.0,117
7795,2021,73616,1486,332,1818,93.5,117
7796,2021,73622,249,39,288,93.3,117
7797,2021,73624,848,176,1024,93.9,117
7798,2021,73671,442,116,558,95.1,117
7799,2021,73675,693,80,773,94.1,117
7800,2021,73678,618,134,752,94.7,117
7801,2021,73443,1042,255,1297,93.3,117
7802,2021,73686,159,64,223,96.3,117
7803,2021,73770,168,20,188,93.9,117
7804,2021,73854,222,0,222,96.3,117
7805,2021,73861,546,20,566,96.9,117
7806,2021,73870,226,76,302,95.3,117
7807,2021,73873,257,34,291,97.6,117
7808,2021,76834,3519,868,4387,92.9,117
7809,2021,52835,10519,2302,12821,86.2,117
7810,2021,15001,3778,1477,5255,92.3,117
7811,2021,05837,5396,1480,6876,82.3,117
7812,2021,44847,19424,601,20025,56.1,117
7813,2021,76020,363,4,367,90.7,117
7814,2021,76036,252,28,280,92.5,117
7815,2021,76041,459,84,543,93.1,117
7816,2021,76054,174,2,176,84.8,117
7817,2021,76100,562,43,605,86.3,117
7818,2021,76113,505,78,583,89.2,117
7819,2021,76122,902,39,941,93.1,117
7820,2021,76126,603,139,742,91.2,117
7821,2021,76130,2203,361,2564,85.7,117
7822,2021,76233,1189,308,1497,92.3,117
7823,2021,76243,234,1,235,96.0,117
7824,2021,76246,150,0,150,96.6,117
7825,2021,76248,1042,178,1220,95.0,117
7826,2021,76250,388,43,431,83.0,117
7827,2021,76275,1599,553,2152,87.7,117
7828,2021,76306,482,69,551,94.7,117
7829,2021,76318,1176,140,1316,91.7,117
7830,2021,76377,165,49,214,88.3,117
7831,2021,76400,631,97,728,87.2,117
7832,2021,76403,450,59,509,93.0,117
7833,2021,76497,623,4,627,93.9,117
7834,2021,76563,1842,422,2264,94.1,117
7835,2021,76606,581,105,686,92.5,117
7836,2021,76616,757,1,758,92.1,117
7837,2021,76622,861,73,934,90.2,117
7838,2021,76670,617,39,656,92.1,117
7839,2021,76736,1223,7,1230,92.3,117
7840,2021,76823,294,91,385,96.3,117
7841,2021,76828,765,18,783,97.0,117
7842,2021,76845,137,34,171,97.6,117
7843,2021,76863,180,1,181,91.0,117
7844,2021,76869,256,1,257,83.3,117
7845,2021,76890,450,136,586,91.2,117
7846,2021,76895,1078,99,1177,91.8,117
7847,2021,20001,16514,5765,22279,82.1,117
7848,2021,97161,76,0,76,96.0,117
7849,2021,97001,1230,36,1266,86.4,117
7850,2021,97511,14,1,15,86.7,117
7851,2021,97777,0,0,0,ERROR: DIV0,117
7852,2021,97666,94,0,94,86.4,117
7853,2021,97889,42,0,42,92.9,117
7854,2021,99773,1188,134,1322,27.1,117
7855,2021,99524,556,79,635,71.3,117
7856,2021,99001,1341,242,1583,57.9,117
7857,2021,99624,142,26,168,92.8,117
7858,2021,50001,7169,2891,10060,95.0,117
7859,2021,85001,2729,2015,4744,92.5,117
7860,2021,76892,2366,278,2644,89.7,117
7861,2021,25899,1437,448,1885,90.0,117
7862,2022,91263,100,9,109,94.5,117
7863,2022,91405,304,33,337,83.1,117
7864,2022,91407,205,22,227,78.0,117
7865,2022,91430,0,0,0,0.0,117
7866,2022,91001,3062,966,4028,92.7,117
7867,2022,91460,50,0,50,95.3,117
7868,2022,91530,40,0,40,97.0,117
7869,2022,91536,50,0,50,92.0,117
7870,2022,91540,497,125,622,95.1,117
7871,2022,91669,49,8,57,83.3,117
7872,2022,91798,242,0,242,94.3,117
7873,2022,05002,786,71,857,98.8,117
7874,2022,05004,83,9,92,97.6,117
7875,2022,05021,290,38,328,96.5,117
7876,2022,05030,805,227,1032,94.8,117
7877,2022,05031,563,212,775,95.3,117
7878,2022,05034,1210,178,1388,95.2,117
7879,2022,05036,301,64,365,92.0,117
7880,2022,05038,243,75,318,97.1,117
7881,2022,05040,811,56,867,92.0,117
7882,2022,05044,273,53,326,95.9,117
7883,2022,05051,1640,274,1914,97.4,117
7884,2022,05055,371,5,376,99.7,117
7885,2022,05059,99,27,126,91.7,117
7886,2022,05079,940,174,1114,96.4,117
7887,2022,05086,183,62,245,98.3,117
7888,2022,05091,247,4,251,97.5,117
7889,2022,05093,737,18,755,99.0,117
7890,2022,05107,242,58,300,97.9,117
7891,2022,05113,528,21,549,98.1,117
7892,2022,05120,803,261,1064,95.3,117
7893,2022,05125,557,0,557,93.8,117
7894,2022,05129,758,422,1180,84.3,117
7895,2022,05134,238,31,269,97.0,117
7896,2022,05138,597,22,619,95.2,117
7897,2022,05142,176,26,202,96.3,117
7898,2022,05145,184,23,207,96.5,117
7899,2022,05147,2000,453,2453,93.3,117
7900,2022,05150,67,24,91,90.8,117
7901,2022,05154,3360,920,4280,95.8,117
7902,2022,05172,3358,893,4251,95.8,117
7903,2022,05190,547,0,547,95.5,117
7904,2022,05101,960,66,1026,96.0,117
7905,2022,05197,624,136,760,96.6,117
7906,2022,05206,210,26,236,95.6,117
7907,2022,05209,866,32,898,95.6,117
7908,2022,05212,1088,282,1370,94.2,117
7909,2022,05234,973,280,1253,94.2,117
7910,2022,05237,596,117,713,94.0,117
7911,2022,05240,219,51,270,90.8,117
7912,2022,05250,2073,438,2511,91.5,117
7913,2022,05148,1501,136,1637,97.3,117
7914,2022,05697,710,383,1093,92.4,117
7915,2022,05264,233,0,233,97.4,117
7916,2022,05282,579,167,746,93.5,117
7917,2022,05284,887,82,969,94.9,117
7918,2022,05306,313,0,313,96.6,117
7919,2022,05308,1032,192,1224,89.5,117
7920,2022,05310,336,0,336,93.7,117
