id,dane_code,year_of_incident,used_weapons,amount,source_id
2304,86568,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2305,54250,2014,MINA ANTIPERSONA,1,13
2306,86865,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2307,52405,2014,GRANADA DE MANO,1,13
2308,50711,2014,MINA ANTIPERSONA,1,13
2309,19548,2014,GRANADA DE MANO,1,13
2310,86865,2014,COMBUSTIBLE,1,13
2311,05040,2014,COMBUSTIBLE,1,13
2312,41001,2014,COMBUSTIBLE,1,13
2313,05790,2014,COMBUSTIBLE,1,13
2314,19300,2014,COMBUSTIBLE,1,13
2315,05790,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2316,50683,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2317,19698,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2318,41001,2014,COMBUSTIBLE,1,13
2319,54250,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2320,86001,2014,GRANADA DE MANO,1,13
2321,19513,2014,ARTEFACTO INCENDIARIO,1,13
2322,50683,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2323,18610,2014,COMBUSTIBLE,1,13
2324,05107,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2325,81794,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2326,73067,2014,GRANADA DE MANO,1,13
2327,19397,2014,COMBUSTIBLE,1,13
2328,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2329,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2330,73236,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2331,81065,2014,GRANADA DE MANO,1,13
2332,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2333,76001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2334,05113,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2335,05647,2014,ARTEFACTO INCENDIARIO,1,13
2336,50313,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2337,50350,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2338,54720,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2339,54810,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2340,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2341,86865,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2342,41357,2014,COMBUSTIBLE,1,13
2343,41001,2014,PAQUETE BOMBA,1,13
2344,54810,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2345,85010,2014,GRANADA DE MANO,1,13
2346,50318,2014,GRANADA DE MANO,1,13
2347,05697,2014,GRANADA DE MANO,1,13
2348,86865,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2349,05120,2014,MINA ANTIPERSONA,1,13
2350,52250,2014,GRANADA DE MANO,1,13
2351,05819,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,3,13
2352,50450,2014,COMBUSTIBLE,1,13
2353,05854,2014,CILINDRO BOMBA,1,13
2354,86001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2355,73168,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2356,52079,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2357,27001,2014,GRANADA DE MANO,1,13
2358,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2359,41615,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2360,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2361,52835,2014,GRANADA DE MANO,1,13
2362,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,3,13
2363,05002,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2364,05038,2014,COMBUSTIBLE,1,13
2365,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2366,15001,2014,GRANADA DE MANO,1,13
2367,47189,2014,GRANADA DE MANO,1,13
2368,05854,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2369,54810,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2370,73001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2371,41001,2014,COMBUSTIBLE,1,13
2372,41132,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2373,05887,2014,PAQUETE BOMBA,1,13
2374,44279,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2375,05040,2014,COMBUSTIBLE,1,13
2376,76147,2014,GRANADA DE MANO,1,13
2377,41396,2014,COMBUSTIBLE,1,13
2378,41396,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2379,41799,2014,ARTEFACTO INCENDIARIO,1,13
2380,73124,2014,ARTEFACTO INCENDIARIO,1,13
2381,19318,2014,GRANADA DE MORTERO,1,13
2382,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2383,73555,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2384,05790,2014,MINA ANTIPERSONA,1,13
2385,15223,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2386,54001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2387,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2388,05790,2014,GRANADA DE MANO,1,13
2389,19212,2014,COMBUSTIBLE,1,13
2390,86568,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2391,19355,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2392,54810,2014,COMBUSTIBLE,1,13
2393,52678,2014,COMBUSTIBLE,1,13
2394,76364,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2395,76364,2014,GRANADA DE MANO,1,13
2396,41020,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2397,41020,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2398,54720,2014,MINA ANTIPERSONA,1,13
2399,19137,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2400,50577,2014,COMBUSTIBLE,2,13
2401,54206,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,8,13
2402,54245,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,5,13
2403,41001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2404,50001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2405,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2406,52835,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2407,73483,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2408,73622,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2409,41132,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2410,86320,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2411,41001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2412,41001,2014,GRANADA DE MANO,1,13
2413,52390,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2414,50001,2014,GRANADA DE MANO,1,13
2415,54498,2014,CARRO BOMBA,1,13
2416,54001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2417,54820,2014,ARMA DE FUEGO,1,13
2418,19137,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2419,52036,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2420,41001,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2421,54670,2014,GRANADA DE MANO,1,13
2422,54874,2014,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2423,41349,2014,GRANADA DE MANO,1,13
2424,41001,2014,ARTEFACTO INCENDIARIO,1,13
2425,76275,2015,GRANADA DE MANO,1,13
2426,50330,2015,MINA ANTIPERSONA,1,13
2427,76275,2015,GRANADA DE MANO,1,13
2428,05647,2015,COMBUSTIBLE,1,13
2429,27001,2015,ARMA DE FUEGO,2,13
2430,05790,2015,MINA ANTIPERSONA,1,13
2431,41001,2015,GRANADA DE MANO,1,13
2432,05887,2015,GRANADA DE MANO,1,13
2433,73555,2015,GRANADA DE MANO,1,13
2434,54398,2015,GRANADA DE MANO,1,13
2435,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2436,05120,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2437,27787,2015,ARMA DE FUEGO,1,13
2438,27001,2015,ARMA DE FUEGO,1,13
2439,27001,2015,ARTEFACTO INCENDIARIO,1,13
2440,27001,2015,COMBUSTIBLE,1,13
2441,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2442,05107,2015,MINA ANTIPERSONA,1,13
2443,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2444,47001,2015,GRANADA DE MANO,1,13
2445,05854,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2446,54720,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2447,86001,2015,COMBUSTIBLE,1,13
2448,05854,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2449,05361,2015,MINA ANTIPERSONA,1,13
2450,54498,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2451,05154,2015,COMBUSTIBLE,1,13
2452,50711,2015,GRANADA DE MANO,1,13
2453,47001,2015,GRANADA DE MANO,1,13
2454,52835,2015,GRANADA DE MANO,3,13
2455,52835,2015,GRANADA DE MANO,1,13
2456,52835,2015,GRANADA DE MANO,1,13
2457,11001,2015,PAQUETE BOMBA,1,13
2458,05642,2015,ARMA DE FUEGO,1,13
2459,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2460,05790,2015,MINA ANTIPERSONA,1,13
2461,05736,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2462,05120,2015,MINA ANTIPERSONA,1,13
2463,81794,2015,COMBUSTIBLE,1,13
2464,41660,2015,COMBUSTIBLE,1,13
2465,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2466,86755,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2467,05250,2015,MINA ANTIPERSONA,1,13
2468,50680,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2469,54498,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2470,05001,2015,GRANADA DE MANO,1,13
2471,05250,2015,COMBUSTIBLE,1,13
2472,27787,2015,ARMA DE FUEGO,1,13
2473,13042,2015,GRANADA DE MANO,1,13
2474,05079,2015,GRANADA DE MANO,1,13
2475,05854,2015,GRANADA DE MANO,1,13
2476,54344,2015,CILINDRO BOMBA,1,13
2477,54498,2015,GRANADA DE MANO,1,13
2478,27787,2015,GRANADA DE MANO,1,13
2479,54820,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2480,81736,2015,ARMA DE FUEGO,1,13
2481,15001,2015,PAPA EXPLOSIVA,1,13
2482,19142,2015,GRANADA DE MANO,1,13
2483,86320,2015,GRANADA DE MANO,1,13
2484,19698,2015,COMBUSTIBLE,1,13
2485,19212,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2486,85010,2015,GRANADA DE MANO,1,13
2487,19110,2015,MINA ANTIPERSONA,1,13
2488,52835,2015,GRANADA DE MANO,1,13
2489,50001,2015,GRANADA DE MANO,1,13
2490,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2491,52835,2015,GRANADA DE MANO,2,13
2492,05134,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2493,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2494,19532,2015,CILINDRO BOMBA,1,13
2495,52390,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2496,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2497,52079,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2498,86757,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2499,05819,2015,COMBUSTIBLE,1,13
2500,86569,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2501,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2502,76109,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2503,05819,2015,COMBUSTIBLE,1,13
2504,19050,2015,ARMA DE FUEGO,1,13
2505,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,3,13
2506,54720,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2507,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2508,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2509,50450,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2510,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,3,13
2511,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2512,19450,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2513,19533,2015,ARTEFACTO INCENDIARIO,1,13
2514,19137,2015,OLLA BOMBA,1,13
2515,52390,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2516,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,4,13
2517,54245,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2518,81001,2015,COMBUSTIBLE,1,13
2519,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2520,85225,2015,COMBUSTIBLE,1,13
2521,19548,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2522,19212,2015,COMBUSTIBLE,1,13
2523,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2524,05647,2015,COMBUSTIBLE,1,13
2525,19318,2015,GRANADA DE MANO,1,13
2526,19110,2015,COMBUSTIBLE,1,13
2527,27001,2015,ARMA DE FUEGO,1,13
2528,41020,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2529,86001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2530,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2531,18205,2015,CILINDRO BOMBA,1,13
2532,19050,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2533,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2534,41132,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2535,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2536,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2537,86568,2015,COMBUSTIBLE,1,13
2538,18094,2015,COMBUSTIBLE,1,13
2539,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2540,18001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2541,19532,2015,COMBUSTIBLE,1,13
2542,95015,2015,GRANADA DE MANO,1,13
2543,47288,2015,GRANADA DE MANO,1,13
2544,52215,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2545,86865,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2546,86568,2015,ARMA DE FUEGO,1,13
2547,25438,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2548,11001,2015,GRANADA DE MANO,1,13
2549,50287,2015,COMBUSTIBLE,1,13
2550,52405,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2551,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2552,52256,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2553,73168,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2554,52256,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2555,76109,2015,GRANADA DE MANO,1,13
2556,05887,2015,ARTEFACTO INCENDIARIO,1,13
2557,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2558,19450,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2559,50683,2015,COMBUSTIBLE,1,13
2560,52079,2015,GRANADA DE MANO,1,13
2561,54800,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2562,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2563,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2564,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2565,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2566,86571,2015,COMBUSTIBLE,1,13
2567,05315,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2568,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2569,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2570,41020,2015,COMBUSTIBLE,1,13
2571,50400,2015,ARMA DE FUEGO,1,13
2572,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2573,05040,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2574,44078,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2575,52079,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2576,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2577,05847,2015,MINA ANTIPERSONA,1,13
2578,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2579,54810,2015,ARMA DE FUEGO,1,13
2580,05819,2015,ARTEFACTO INCENDIARIO,1,13
2581,19532,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2582,19050,2015,ARTEFACTO INCENDIARIO,1,13
2583,95001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2584,52250,2015,ARTEFACTO INCENDIARIO,1,13
2585,54800,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2586,05579,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2587,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2588,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2589,52835,2015,ARTEFACTO INCENDIARIO,1,13
2590,86568,2015,ARMA DE FUEGO,1,13
2591,86568,2015,CILINDRO BOMBA,1,13
2592,41001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2593,50711,2015,COMBUSTIBLE,1,13
2594,44098,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2595,95001,2015,GRANADA DE MANO,1,13
2596,50287,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2597,50001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2598,86568,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2599,05134,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2600,81300,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2601,50370,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2602,76111,2015,GRANADA DE MANO,1,13
2603,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2604,19821,2015,ARMA DE FUEGO,1,13
2605,11001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2606,50689,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2607,86865,2015,ARMA DE FUEGO,1,13
2608,81065,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2609,50689,2015,COMBUSTIBLE,1,13
2610,52079,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2611,52390,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2612,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2613,18001,2015,GRANADA DE MANO,1,13
2614,85010,2015,COMBUSTIBLE,1,13
2615,19450,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2616,54800,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2617,54250,2015,ARMA DE FUEGO,1,13
2618,54820,2015,ARMA DE FUEGO,1,13
2619,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2620,05854,2015,ARTEFACTO INCENDIARIO,1,13
2621,54498,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2622,81736,2015,ARMA DE FUEGO,1,13
2623,05040,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2624,05854,2015,ARTEFACTO INCENDIARIO,1,13
2625,19050,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2626,19142,2015,ARTEFACTO INCENDIARIO,1,13
2627,19050,2015,CILINDRO BOMBA,1,13
2628,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2629,19050,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2630,41349,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2631,50590,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2632,19455,2015,COMBUSTIBLE,1,13
2633,19809,2015,LANCHA BOMBA,1,13
2634,86001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2635,05604,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2636,05079,2015,GRANADA DE MANO,1,13
2637,86757,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2638,19698,2015,ARMA DE FUEGO,1,13
2639,05854,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2640,05893,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2641,05887,2015,ARMA DE FUEGO,1,13
2642,19137,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2643,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2644,86568,2015,ARMA DE FUEGO,1,13
2645,05107,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2646,05854,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2647,05887,2015,COMBUSTIBLE,1,13
2648,19130,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2649,19548,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2650,44001,2015,GRANADA DE MANO,1,13
2651,50001,2015,GRANADA DE MANO,1,13
2652,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
2653,86865,2015,ARMA DE FUEGO,1,13
2654,05361,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2655,19780,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2656,52356,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2657,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2658,05790,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2659,44279,2015,GRANADA DE MANO,1,13
2660,95001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2661,76001,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2662,81065,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2663,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2664,54810,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2665,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2666,76001,2015,ROCKET,1,13
2667,05790,2015,MINA ANTIPERSONA,1,13
2668,81736,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2669,52835,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2670,76109,2015,GRANADA DE MANO,1,13
2671,05887,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2672,50711,2015,COMBUSTIBLE,1,13
2673,05686,2015,GRANADA DE MANO,1,13
2674,05483,2015,MINA ANTIPERSONA,1,13
2675,95001,2015,GRANADA DE MANO,1,13
2676,86320,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2677,44001,2015,GRANADA DE MANO,1,13
2678,05040,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2679,85279,2015,ARTEFACTO INCENDIARIO,1,13
2680,85279,2015,COMBUSTIBLE,1,13
2681,05604,2015,GRANADA DE MANO,1,13
2682,54099,2015,ARTEFACTO INCENDIARIO,1,13
2683,05887,2015,MINA ANTIPERSONA,1,13
2684,05237,2015,COMBUSTIBLE,1,13
2685,41132,2015,GRANADA DE MANO,1,13
2686,19212,2015,MINA ANTIPERSONA,1,13
2687,95001,2015,GRANADA DE MANO,1,13
2688,85430,2015,COMBUSTIBLE,1,13
2689,15518,2015,ARTEFACTO INCENDIARIO,1,13
2690,27245,2015,ARMA DE FUEGO,1,13
2691,19142,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2692,05736,2015,GRANADA DE MANO,2,13
2693,85010,2015,COMBUSTIBLE,1,13
2694,85139,2015,ARTEFACTO INCENDIARIO,1,13
2695,85010,2015,COMBUSTIBLE,1,13
2696,86571,2015,MINA ANTIPERSONA,1,13
2697,47555,2015,GRANADA DE MANO,1,13
2698,50001,2015,GRANADA DE MANO,1,13
2699,27361,2015,COMBUSTIBLE,1,13
2700,41001,2015,GRANADA DE MANO,1,13
2701,15332,2015,GRANADA DE MANO,1,13
2702,81065,2015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2703,27050,2015,COMBUSTIBLE,1,13
2704,85010,2015,COMBUSTIBLE,1,13
2705,05107,2015,GRANADA DE MANO,1,13
2706,81736,2015,GRANADA DE MANO,1,13
2707,44078,2015,COMBUSTIBLE,1,13
2708,41349,2015,GRANADA DE MANO,1,13
2709,73168,2015,GRANADA DE MANO,1,13
2710,05887,2015,GRANADA DE MANO,1,13
2711,05250,2015,GRANADA DE MANO,1,13
2712,44001,2015,GRANADA DE MANO,1,13
2713,13670,2016,GRANADA DE MANO,1,13
2714,13670,2016,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2715,85001,2016,GRANADA DE MANO,1,13
2716,85001,2016,COMBUSTIBLE,1,13
2717,50683,2016,COMBUSTIBLE,1,13
2718,13160,2016,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2719,41001,2016,GRANADA DE MANO,1,13
2720,05736,2016,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2721,85001,2016,ARTEFACTO INCENDIARIO,1,13
2722,19698,2016,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
