id,dane_code,year_of_incident,amount,source_id
1070,13620,2022,1,24
1071,13620,2022,1,24
1072,13620,2022,1,24
1073,15861,2022,1,24
1074,15861,2022,1,24
1075,15861,2022,1,24
1076,15861,2022,1,24
1077,15861,2022,1,24
1078,15861,2022,1,24
1079,15861,2022,1,24
1080,15861,2022,1,24
1081,15861,2022,1,24
1082,05154,2022,1,24
1083,05001,2022,1,24
1084,05686,2022,1,24
1085,17777,2022,1,24
1086,17777,2022,2,24
1087,17777,2022,1,24
1088,17777,2022,1,24
1089,17777,2022,1,24
1090,05250,2022,1,24
1091,05250,2022,1,24
1092,17777,2022,1,24
1093,17777,2022,1,24
1094,17777,2022,1,24
1095,17777,2022,3,24
1096,17777,2022,1,24
1097,17777,2022,1,24
1098,70001,2022,1,24
1099,70001,2022,1,24
1100,70001,2022,1,24
1101,70001,2022,1,24
1102,70001,2022,1,24
1103,70001,2022,1,24
1104,15757,2022,1,24
1105,15757,2022,1,24
1106,15757,2022,1,24
1107,15757,2022,1,24
1108,15757,2022,1,24
1109,15757,2022,1,24
1110,05495,2022,1,24
1111,05495,2022,1,24
1112,05495,2022,1,24
1113,68001,2022,1,24
1114,68001,2022,1,24
1115,68001,2022,1,24
1116,05604,2022,1,24
1117,54261,2022,1,24
1118,54261,2022,1,24
1119,54261,2022,1,24
1120,54261,2022,1,24
1121,54261,2022,1,24
1122,54261,2022,1,24
1123,54261,2022,1,24
1124,54261,2022,1,24
1125,54261,2022,1,24
1126,54261,2022,1,24
1127,54261,2022,1,24
1128,54261,2022,1,24
1129,54261,2022,1,24
1130,54261,2022,1,24
1131,54261,2022,1,24
1132,54261,2022,1,24
1133,54261,2022,1,24
1134,54261,2022,1,24
1135,54261,2022,1,24
1136,54261,2022,1,24
1137,54261,2022,1,24
1138,94001,2022,1,24
1139,23682,2022,1,24
1140,23682,2022,1,24
1141,23682,2022,1,24
1142,23682,2022,1,24
1143,23682,2022,1,24
1144,41016,2022,1,24
