id,dane_code,action,year_of_incident,amount,source_id
11411,76109,HERIDO,2013,1,19
11412,76001,HERIDO,2013,1,19
11413,76001,HERIDO,2013,1,19
11414,81794,HERIDO,2013,1,19
11415,81794,ASESINADO,2013,1,19
11416,81794,ASESINADO,2013,1,19
11417,81794,ASESINADO,2013,1,19
11418,81794,ASESINADO,2013,1,19
11419,81794,ASESINADO,2013,1,19
11420,81794,ASESINADO,2013,1,19
11421,81794,ASESINADO,2013,1,19
11422,81794,ASESINADO,2013,1,19
11423,81794,ASESINADO,2013,1,19
11424,81794,ASESINADO,2013,1,19
11425,81794,ASESINADO,2013,1,19
11426,81794,ASESINADO,2013,1,19
11427,81794,HERIDO,2013,1,19
11428,81794,HERIDO,2013,1,19
11429,81794,HERIDO,2013,1,19
11430,81794,HERIDO,2013,1,19
11431,81794,HERIDO,2013,1,19
11432,81794,HERIDO,2013,1,19
11433,81794,HERIDO,2013,1,19
11434,81794,HERIDO,2013,1,19
11435,81794,HERIDO,2013,1,19
11436,18753,HERIDO,2013,1,19
11437,19824,HERIDO,2013,1,19
11438,19824,HERIDO,2013,1,19
11439,19824,HERIDO,2013,1,19
11440,19824,ASESINADO,2013,1,19
11441,19824,ASESINADO,2013,1,19
11442,81794,ASESINADO,2013,1,19
11443,81794,ASESINADO,2013,1,19
11444,25899,ASESINADO,2013,1,19
11445,05607,HERIDO,2013,1,19
11446,15051,HERIDO,2013,1,19
11447,15001,HERIDO,2013,1,19
11448,15001,HERIDO,2013,1,19
11449,11001,HERIDO,2013,1,19
11450,25178,HERIDO,2013,1,19
11451,25269,HERIDO,2013,1,19
11452,25269,HERIDO,2013,4,19
11453,25269,HERIDO,2013,1,19
11454,25430,HERIDO,2013,1,19
11455,25430,HERIDO,2013,1,19
11456,25785,HERIDO,2013,2,19
11457,25843,HERIDO,2013,2,19
11458,25843,HERIDO,2013,1,19
11459,25873,HERIDO,2013,5,19
11460,54344,HERIDO,2013,1,19
11461,54800,HERIDO,2013,1,19
11462,54800,HERIDO,2013,1,19
11463,50350,HERIDO,2013,1,19
11464,50350,HERIDO,2013,1,19
11465,50350,HERIDO,2013,1,19
11466,50350,HERIDO,2013,1,19
11467,05154,HERIDO,2013,3,19
11468,15001,HERIDO,2013,1,19
11469,15001,HERIDO,2013,1,19
11470,15001,HERIDO,2013,1,19
11471,15001,HERIDO,2013,1,19
11472,15861,HERIDO,2013,1,19
11473,15861,HERIDO,2013,1,19
11474,15861,HERIDO,2013,1,19
11475,15861,HERIDO,2013,1,19
11476,15861,HERIDO,2013,1,19
11477,25377,HERIDO,2013,8,19
11478,25843,HERIDO,2013,9,19
11479,25843,HERIDO,2013,3,19
11480,68077,HERIDO,2013,1,19
11481,76834,HERIDO,2013,2,19
11482,27615,HERIDO,2013,1,19
11483,05480,HERIDO,2013,1,19
11484,15759,HERIDO,2013,1,19
11485,15806,HERIDO,2013,1,19
11486,15001,HERIDO,2013,1,19
11487,18001,HERIDO,2013,1,19
11488,11001,HERIDO,2013,5,19
11489,11001,HERIDO,2013,1,19
11490,41132,HERIDO,2013,2,19
11491,41132,HERIDO,2013,1,19
11492,66594,HERIDO,2013,1,19
11493,95200,HERIDO,2013,1,19
11494,73622,HERIDO,2013,1,19
11495,73622,HERIDO,2013,1,19
11496,73622,HERIDO,2013,1,19
11497,15491,HERIDO,2013,1,19
11498,15516,HERIDO,2013,2,19
11499,15516,HERIDO,2013,1,19
11500,15516,HERIDO,2013,4,19
11501,15516,HERIDO,2013,1,19
11502,15001,HERIDO,2013,2,19
11503,15001,HERIDO,2013,1,19
11504,19130,HERIDO,2013,1,19
11505,11001,HERIDO,2013,1,19
11506,68655,HERIDO,2013,2,19
11507,76001,HERIDO,2013,1,19
11508,86320,HERIDO,2013,1,19
11509,54250,HERIDO,2013,1,19
11510,54800,HERIDO,2013,1,19
11511,54250,ASESINADO,2013,1,19
11512,15861,HERIDO,2013,1,19
11513,15861,HERIDO,2013,1,19
11514,15861,HERIDO,2013,1,19
11515,19130,HERIDO,2013,6,19
11516,19130,HERIDO,2013,6,19
11517,19450,HERIDO,2013,4,19
11518,11001,HERIDO,2013,1,19
11519,11001,HERIDO,2013,1,19
11520,25873,HERIDO,2013,7,19
11521,25873,HERIDO,2013,1,19
11522,19137,HERIDO,2013,1,19
11523,23807,HERIDO,2013,1,19
11524,05847,ASESINADO,2013,1,19
11525,05736,HERIDO,2013,9,19
11526,05736,HERIDO,2013,2,19
11527,08137,HERIDO,2013,1,19
11528,08137,HERIDO,2013,1,19
11529,15646,HERIDO,2013,1,19
11530,15646,HERIDO,2013,1,19
11531,15646,HERIDO,2013,1,19
11532,15646,HERIDO,2013,1,19
11533,15646,HERIDO,2013,5,19
11534,15646,HERIDO,2013,1,19
11535,15861,HERIDO,2013,1,19
11536,15861,HERIDO,2013,1,19
11537,19100,HERIDO,2013,1,19
11538,41001,HERIDO,2013,1,19
11539,41001,HERIDO,2013,1,19
11540,76111,HERIDO,2013,1,19
11541,76670,HERIDO,2013,8,19
11542,19821,ASESINADO,2013,1,19
11543,05001,HERIDO,2013,1,19
11544,05001,HERIDO,2013,1,19
11545,11001,HERIDO,2013,1,19
11546,68255,HERIDO,2013,5,19
11547,05847,HERIDO,2013,1,19
11548,76001,HERIDO,2013,1,19
11549,19050,HERIDO,2013,1,19
11550,05001,HERIDO,2013,1,19
11551,47001,HERIDO,2013,1,19
11552,63001,HERIDO,2013,1,19
11553,76834,HERIDO,2013,1,19
11554,18753,ASESINADO,2013,1,19
11555,19212,HERIDO,2013,1,19
11556,19517,HERIDO,2013,1,19
11557,11001,HERIDO,2013,1,19
11558,41001,HERIDO,2013,1,19
11559,50001,HERIDO,2013,1,19
11560,76001,HERIDO,2013,1,19
11561,50400,ASESINADO,2013,1,19
11562,50400,HERIDO,2013,1,19
11563,85001,HERIDO,2013,1,19
11564,11001,HERIDO,2013,3,19
11565,70001,HERIDO,2013,1,19
11566,76001,HERIDO,2013,1,19
11567,27787,HERIDO,2013,1,19
11568,05148,HERIDO,2013,1,19
11569,70708,HERIDO,2013,2,19
11570,70708,HERIDO,2013,1,19
11571,19585,HERIDO,2013,1,19
11572,19780,HERIDO,2013,1,19
11573,19780,HERIDO,2013,1,19
11574,13001,HERIDO,2013,1,19
11575,19137,HERIDO,2013,2,19
11576,25035,HERIDO,2013,3,19
11577,11001,HERIDO,2013,1,19
11578,05234,ASESINADO,2013,1,19
11579,50370,HERIDO,2013,1,19
11580,05234,HERIDO,2013,1,19
11581,19821,HERIDO,2013,1,19
11582,86865,ASESINADO,2013,1,19
11583,52835,HERIDO,2013,1,19
11584,52411,HERIDO,2013,1,19
11585,52411,HERIDO,2013,1,19
11586,18756,HERIDO,2013,1,19
11587,18753,HERIDO,2013,1,19
11588,54670,ASESINADO,2013,1,19
11589,19573,ASESINADO,2013,1,19
11590,05615,HERIDO,2013,1,19
11591,86320,HERIDO,2013,1,19
11592,19050,HERIDO,2013,1,19
11593,19050,HERIDO,2013,1,19
11594,19050,HERIDO,2013,1,19
11595,41298,HERIDO,2013,1,19
11596,76001,HERIDO,2013,1,19
11597,18753,ASESINADO,2013,1,19
11598,11001,HERIDO,2013,1,19
11599,11001,HERIDO,2013,1,19
11600,54498,HERIDO,2013,1,19
11601,76001,HERIDO,2013,1,19
11602,76001,HERIDO,2013,1,19
11603,19780,ASESINADO,2013,1,19
11604,25407,HERIDO,2013,1,19
11605,19780,HERIDO,2013,1,19
11606,19780,HERIDO,2013,1,19
11607,76001,ASESINADO,2013,1,19
11608,11001,HERIDO,2013,1,19
11609,88001,HERIDO,2013,1,19
11610,18753,HERIDO,2013,1,19
11611,15764,HERIDO,2013,2,19
11612,15001,HERIDO,2013,1,19
11613,20013,HERIDO,2013,1,19
11614,76001,HERIDO,2013,1,19
11615,76001,HERIDO,2013,1,19
11616,17442,HERIDO,2013,1,19
11617,54245,ASESINADO,2013,1,19
11618,73622,HERIDO,2013,1,19
11619,19256,HERIDO,2013,1,19
11620,76001,HERIDO,2013,1,19
11621,05250,HERIDO,2013,1,19
11622,15759,HERIDO,2013,1,19
11623,70215,HERIDO,2013,1,19
11624,18460,ASESINADO,2013,1,19
11625,52835,ASESINADO,2013,1,19
11626,18460,HERIDO,2013,1,19
11627,18460,HERIDO,2013,1,19
11628,18460,HERIDO,2013,1,19
11629,18460,HERIDO,2013,1,19
11630,18460,HERIDO,2013,1,19
11631,81065,HERIDO,2013,1,19
11632,52835,HERIDO,2013,1,19
11633,50251,HERIDO,2013,1,19
11634,81300,HERIDO,2013,1,19
11635,81300,HERIDO,2013,1,19
11636,15001,HERIDO,2013,1,19
11637,50313,HERIDO,2013,1,19
11638,76111,HERIDO,2013,1,19
11639,73622,HERIDO,2013,1,19
11640,05107,HERIDO,2013,1,19
11641,08001,HERIDO,2013,1,19
11642,68669,HERIDO,2013,1,19
11643,23466,HERIDO,2013,1,19
11644,50330,HERIDO,2013,1,19
11645,50330,HERIDO,2013,1,19
11646,50330,HERIDO,2013,1,19
11647,52227,ASESINADO,2013,1,19
11648,05615,HERIDO,2013,1,19
11649,15176,HERIDO,2013,1,19
11650,41349,HERIDO,2013,1,19
11651,52227,HERIDO,2013,1,19
11652,13001,HERIDO,2013,1,19
11653,68001,HERIDO,2013,1,19
11654,54206,HERIDO,2013,1,19
11655,05120,HERIDO,2013,1,19
11656,18001,HERIDO,2013,1,19
11657,19050,HERIDO,2013,1,19
11658,52835,HERIDO,2013,1,19
11659,05315,ASESINADO,2013,1,19
11660,05315,ASESINADO,2013,1,19
11661,05315,ASESINADO,2013,1,19
11662,52835,ASESINADO,2013,1,19
11663,05315,HERIDO,2013,1,19
11664,05315,HERIDO,2013,1,19
11665,18150,HERIDO,2013,1,19
11666,05790,HERIDO,2013,1,19
11667,05040,HERIDO,2013,1,19
11668,05040,HERIDO,2013,1,19
11669,52835,HERIDO,2013,1,19
11670,52835,HERIDO,2013,1,19
11671,52835,HERIDO,2013,1,19
11672,05055,HERIDO,2013,1,19
11673,11001,HERIDO,2013,1,19
11674,95015,HERIDO,2013,2,19
11675,76001,HERIDO,2013,1,19
11676,76834,HERIDO,2013,1,19
11677,27001,HERIDO,2013,1,19
11678,50370,HERIDO,2013,1,19
11679,50370,HERIDO,2013,1,19
11680,19780,HERIDO,2013,1,19
11681,27001,HERIDO,2013,1,19
11682,27001,HERIDO,2013,1,19
11683,27001,HERIDO,2013,1,19
11684,23464,HERIDO,2013,1,19
11685,11001,HERIDO,2013,1,19
11686,05854,HERIDO,2013,1,19
11687,73678,HERIDO,2013,1,19
11688,76001,HERIDO,2013,1,19
11689,18410,HERIDO,2013,1,19
11690,81065,HERIDO,2013,1,19
11691,44279,HERIDO,2013,1,19
11692,11001,HERIDO,2013,1,19
11693,11001,HERIDO,2013,1,19
11694,19450,HERIDO,2013,2,19
11695,68432,HERIDO,2013,1,19
11696,68820,HERIDO,2013,1,19
11697,73616,HERIDO,2013,2,19
11698,76001,HERIDO,2013,2,19
11699,81300,HERIDO,2013,1,19
11700,81300,ASESINADO,2013,1,19
11701,81300,ASESINADO,2013,1,19
11702,81300,ASESINADO,2013,1,19
11703,81300,ASESINADO,2013,1,19
11704,81300,ASESINADO,2013,1,19
11705,81300,ASESINADO,2013,1,19
11706,81300,ASESINADO,2013,1,19
11707,81300,ASESINADO,2013,1,19
11708,81300,ASESINADO,2013,1,19
11709,81300,ASESINADO,2013,1,19
11710,81300,ASESINADO,2013,1,19
11711,81300,ASESINADO,2013,1,19
11712,81300,ASESINADO,2013,1,19
11713,81300,ASESINADO,2013,1,19
11714,18592,ASESINADO,2013,1,19
11715,18592,ASESINADO,2013,1,19
11716,18592,ASESINADO,2013,1,19
11717,73622,ASESINADO,2013,1,19
11718,81300,HERIDO,2013,1,19
11719,81300,HERIDO,2013,1,19
11720,81300,HERIDO,2013,1,19
11721,81300,HERIDO,2013,1,19
11722,18592,HERIDO,2013,1,19
11723,18592,HERIDO,2013,1,19
11724,18592,HERIDO,2013,1,19
11725,81300,ASESINADO,2013,1,19
11726,81300,ASESINADO,2013,1,19
11727,18592,ASESINADO,2013,1,19
11728,52835,HERIDO,2013,1,19
11729,05440,HERIDO,2013,1,19
11730,19050,HERIDO,2013,1,19
11731,19050,HERIDO,2013,1,19
11732,19050,HERIDO,2013,1,19
11733,13001,ASESINADO,2013,1,19
11734,76001,ASESINADO,2013,1,19
11735,05120,HERIDO,2013,10,19
11736,11001,HERIDO,2013,1,19
11737,68001,HERIDO,2013,1,19
11738,05154,HERIDO,2013,2,19
11739,15238,HERIDO,2013,1,19
11740,54810,HERIDO,2013,3,19
11741,54810,HERIDO,2013,1,19
11742,76100,HERIDO,2013,1,19
11743,05887,HERIDO,2013,1,19
11744,50711,HERIDO,2013,1,19
11745,97161,HERIDO,2013,1,19
11746,05154,HERIDO,2013,1,19
11747,08001,HERIDO,2013,1,19
11748,50689,HERIDO,2013,1,19
11749,52036,HERIDO,2013,2,19
11750,52036,HERIDO,2013,1,19
11751,54810,HERIDO,2013,3,19
11752,13836,HERIDO,2013,1,19
11753,13836,HERIDO,2013,1,19
11754,11001,HERIDO,2013,2,19
11755,76001,HERIDO,2013,1,19
11756,25817,HERIDO,2013,1,19
11757,52621,HERIDO,2013,2,19
11758,27001,ASESINADO,2013,1,19
11759,05125,HERIDO,2013,1,19
11760,05001,HERIDO,2013,1,19
11761,05001,HERIDO,2013,1,19
11762,15407,HERIDO,2013,1,19
11763,27001,HERIDO,2013,1,19
11764,11001,HERIDO,2013,2,19
11765,11001,HERIDO,2013,1,19
11766,68167,HERIDO,2013,1,19
11767,05790,HERIDO,2013,1,19
11768,05790,HERIDO,2013,1,19
11769,05790,HERIDO,2013,1,19
11770,05001,HERIDO,2013,1,19
11771,05001,HERIDO,2013,2,19
11772,54206,HERIDO,2013,1,19
11773,68001,HERIDO,2013,1,19
11774,19780,ASESINADO,2013,1,19
11775,08001,HERIDO,2013,1,19
11776,54810,HERIDO,2013,1,19
11777,54810,HERIDO,2013,1,19
11778,68001,HERIDO,2013,3,19
11779,76001,HERIDO,2013,1,19
11780,19809,HERIDO,2013,1,19
11781,05001,HERIDO,2013,1,19
11782,11001,HERIDO,2013,1,19
11783,11001,HERIDO,2013,1,19
11784,11001,HERIDO,2013,2,19
11785,11001,HERIDO,2013,1,19
11786,76001,HERIDO,2013,1,19
11787,73616,HERIDO,2013,1,19
11788,54800,ASESINADO,2013,1,19
11789,18592,HERIDO,2013,1,19
11790,18753,HERIDO,2013,1,19
11791,54800,HERIDO,2013,1,19
11792,73616,HERIDO,2013,1,19
11793,88001,HERIDO,2013,1,19
11794,68276,HERIDO,2013,1,19
11795,76001,HERIDO,2013,1,19
11796,19780,HERIDO,2013,1,19
11797,52079,HERIDO,2013,1,19
11798,19698,HERIDO,2013,2,19
11799,11001,HERIDO,2013,1,19
11800,27001,HERIDO,2013,1,19
11801,76834,HERIDO,2013,1,19
11802,76834,HERIDO,2013,1,19
11803,52835,ASESINADO,2013,1,19
11804,52835,HERIDO,2013,1,19
11805,52835,HERIDO,2013,1,19
11806,05001,HERIDO,2013,1,19
11807,76001,HERIDO,2013,1,19
11808,05361,ASESINADO,2013,1,19
11809,05361,HERIDO,2013,1,19
11810,52540,HERIDO,2013,1,19
11811,52540,HERIDO,2013,1,19
11812,23807,HERIDO,2013,1,19
11813,76001,HERIDO,2013,3,19
11814,86571,ASESINADO,2013,1,19
11815,91001,HERIDO,2013,1,19
11816,41020,HERIDO,2013,1,19
11817,76001,HERIDO,2013,1,19
11818,76001,HERIDO,2013,1,19
11819,76001,HERIDO,2013,1,19
11820,19780,ASESINADO,2013,1,19
11821,86320,ASESINADO,2013,1,19
11822,18753,HERIDO,2013,1,19
11823,19780,HERIDO,2013,1,19
11824,76563,HERIDO,2013,1,19
11825,76563,HERIDO,2013,1,19
11826,19780,HERIDO,2013,1,19
11827,19780,HERIDO,2013,1,19
11828,19780,HERIDO,2013,1,19
11829,05190,HERIDO,2013,1,19
11830,05001,HERIDO,2013,6,19
11831,25290,HERIDO,2013,1,19
11832,88001,HERIDO,2013,1,19
11833,05790,HERIDO,2013,1,19
11834,17614,HERIDO,2013,1,19
11835,11001,HERIDO,2013,2,19
11836,76736,HERIDO,2013,1,19
11837,19780,HERIDO,2013,1,19
11838,50400,HERIDO,2013,1,19
11839,52540,HERIDO,2013,1,19
11840,52540,HERIDO,2013,1,19
11841,18753,ASESINADO,2013,1,19
11842,11001,HERIDO,2013,1,19
11843,50251,ASESINADO,2013,1,19
11844,18001,HERIDO,2013,1,19
11845,52835,HERIDO,2013,1,19
11846,11001,HERIDO,2013,1,19
11847,41132,HERIDO,2013,1,19
11848,05045,ASESINADO,2013,1,19
11849,05107,HERIDO,2013,1,19
11850,76275,HERIDO,2013,1,19
11851,76834,HERIDO,2013,1,19
11852,50251,HERIDO,2013,1,19
11853,54250,HERIDO,2013,1,19
11854,85001,HERIDO,2013,2,19
11855,27050,HERIDO,2013,1,19
11856,25402,HERIDO,2013,1,19
11857,76001,HERIDO,2013,1,19
11858,76001,HERIDO,2013,1,19
11859,76109,HERIDO,2013,1,19
11860,18001,ASESINADO,2013,1,19
11861,18001,HERIDO,2013,1,19
11862,18001,HERIDO,2013,1,19
11863,76109,HERIDO,2013,1,19
11864,76109,HERIDO,2013,1,19
11865,11001,HERIDO,2013,1,19
11866,11001,HERIDO,2013,1,19
11867,41001,HERIDO,2013,1,19
11868,41001,HERIDO,2013,1,19
11869,54498,HERIDO,2013,1,19
11870,54498,HERIDO,2013,8,19
11871,54498,HERIDO,2013,1,19
11872,18247,ASESINADO,2013,1,19
11873,47001,ASESINADO,2013,1,19
11874,11001,HERIDO,2013,1,19
11875,41132,HERIDO,2013,1,19
11876,47001,HERIDO,2013,1,19
11877,88564,HERIDO,2013,1,19
11878,76001,HERIDO,2013,1,19
11879,76001,HERIDO,2013,2,19
11880,05361,ASESINADO,2013,1,19
11881,05361,ASESINADO,2013,1,19
11882,05361,HERIDO,2013,1,19
11883,05361,HERIDO,2013,1,19
11884,86885,HERIDO,2013,1,19
11885,19780,HERIDO,2013,1,19
11886,19780,HERIDO,2013,1,19
11887,08520,HERIDO,2013,1,19
11888,15001,HERIDO,2013,2,19
11889,41001,HERIDO,2013,1,19
11890,47001,HERIDO,2013,1,19
11891,18001,HERIDO,2013,1,19
11892,05440,HERIDO,2013,1,19
11893,11001,HERIDO,2013,1,19
11894,25286,HERIDO,2013,2,19
11895,52256,HERIDO,2013,1,19
11896,54498,HERIDO,2013,1,19
11897,54498,HERIDO,2013,5,19
11898,54498,HERIDO,2013,1,19
11899,18592,HERIDO,2013,1,19
11900,23001,ASESINADO,2013,1,19
11901,05001,HERIDO,2013,3,19
11902,05001,HERIDO,2013,1,19
11903,05756,HERIDO,2013,2,19
11904,11001,HERIDO,2013,1,19
11905,41551,HERIDO,2013,1,19
11906,41872,HERIDO,2013,1,19
11907,54498,HERIDO,2013,1,19
11908,54498,HERIDO,2013,1,19
11909,54498,HERIDO,2013,1,19
11910,76001,HERIDO,2013,1,19
11911,68162,HERIDO,2013,1,19
11912,76233,ASESINADO,2013,1,19
11913,05001,HERIDO,2013,1,19
11914,05001,HERIDO,2013,1,19
11915,54498,HERIDO,2013,7,19
11916,68679,HERIDO,2013,1,19
11917,52835,ASESINADO,2013,1,19
11918,19212,HERIDO,2013,1,19
11919,52835,HERIDO,2013,1,19
11920,18592,HERIDO,2013,1,19
11921,76001,HERIDO,2013,1,19
11922,08001,ASESINADO,2013,1,19
11923,41244,HERIDO,2013,1,19
11924,05361,ASESINADO,2013,1,19
11925,23807,HERIDO,2013,1,19
11926,08758,HERIDO,2013,7,19
11927,23001,HERIDO,2013,1,19
11928,18753,HERIDO,2013,1,19
11929,50577,ASESINADO,2013,1,19
11930,86885,HERIDO,2013,1,19
11931,50577,HERIDO,2013,1,19
11932,50577,HERIDO,2013,1,19
11933,86885,HERIDO,2013,1,19
11934,54810,HERIDO,2013,1,19
11935,76001,HERIDO,2013,1,19
11936,08433,HERIDO,2013,1,19
11937,05001,HERIDO,2013,1,19
11938,81001,HERIDO,2013,1,19
11939,76001,HERIDO,2013,1,19
11940,76001,HERIDO,2013,1,19
11941,05361,ASESINADO,2013,1,19
11942,81300,HERIDO,2013,1,19
11943,54206,HERIDO,2013,1,19
11944,54810,HERIDO,2013,1,19
11945,68547,HERIDO,2013,1,19
11946,76001,HERIDO,2013,1,19
11947,19532,HERIDO,2013,2,19
11948,11001,HERIDO,2013,1,19
11949,11001,HERIDO,2013,1,19
11950,76001,HERIDO,2013,1,19
11951,18256,ASESINADO,2013,1,19
11952,44078,ASESINADO,2013,1,19
11953,23807,ASESINADO,2013,1,19
11954,18256,HERIDO,2013,1,19
11955,18256,HERIDO,2013,1,19
11956,19573,HERIDO,2013,5,19
11957,70265,HERIDO,2013,1,19
11958,76001,HERIDO,2013,1,19
11959,19809,HERIDO,2013,1,19
11960,05091,HERIDO,2013,1,19
11961,13836,HERIDO,2013,2,19
11962,11001,HERIDO,2013,1,19
11963,52019,HERIDO,2013,1,19
11964,52001,HERIDO,2013,1,19
11965,81300,HERIDO,2013,1,19
11966,76001,HERIDO,2013,1,19
11967,05040,HERIDO,2013,1,19
11968,13042,HERIDO,2013,1,19
11969,05040,HERIDO,2013,1,19
11970,18753,HERIDO,2013,1,19
11971,05040,HERIDO,2013,1,19
11972,25307,HERIDO,2013,1,19
11973,41206,HERIDO,2013,1,19
11974,63001,HERIDO,2013,1,19
11975,05045,HERIDO,2013,1,19
11976,05045,HERIDO,2013,1,19
11977,05045,HERIDO,2013,1,19
11978,05045,HERIDO,2013,1,19
11979,85162,HERIDO,2013,1,19
11980,85001,HERIDO,2013,1,19
11981,19137,ASESINADO,2013,1,19
11982,19137,HERIDO,2013,1,19
11983,73168,HERIDO,2013,1,19
11984,19780,HERIDO,2013,1,19
11985,19137,HERIDO,2013,1,19
11986,76001,HERIDO,2013,4,19
11987,05361,HERIDO,2013,1,19
11988,54800,HERIDO,2013,1,19
11989,73168,HERIDO,2013,1,19
11990,05576,HERIDO,2013,1,19
11991,05045,ASESINADO,2013,1,19
11992,05045,HERIDO,2013,1,19
11993,11001,HERIDO,2013,1,19
11994,76001,HERIDO,2013,1,19
11995,20443,HERIDO,2013,1,19
11996,81065,HERIDO,2013,1,19
11997,05266,HERIDO,2013,1,19
11998,11001,HERIDO,2013,1,19
11999,54001,ASESINADO,2013,1,19
12000,15001,HERIDO,2013,1,19
12001,11001,HERIDO,2013,1,19
12002,11001,HERIDO,2013,1,19
12003,11001,HERIDO,2013,2,19
12004,41001,HERIDO,2013,1,19
12005,63001,HERIDO,2013,1,19
12006,88001,HERIDO,2013,1,19
12007,18753,HERIDO,2013,1,19
12008,18753,HERIDO,2013,1,19
12009,05001,HERIDO,2013,1,19
12010,11001,HERIDO,2013,2,19
12011,11001,HERIDO,2013,1,19
12012,11001,HERIDO,2013,1,19
12013,11001,HERIDO,2013,1,19
12014,11001,HERIDO,2013,1,19
12015,11001,HERIDO,2013,1,19
12016,76001,HERIDO,2013,1,19
12017,19364,ASESINADO,2013,1,19
12018,05040,HERIDO,2013,1,19
12019,19364,HERIDO,2013,1,19
12020,19364,HERIDO,2013,1,19
12021,19364,HERIDO,2013,1,19
12022,23807,HERIDO,2013,1,19
12023,19364,HERIDO,2013,1,19
12024,18001,HERIDO,2013,1,19
12025,11001,HERIDO,2013,1,19
12026,05045,HERIDO,2013,1,19
12027,50590,ASESINADO,2013,1,19
12028,05854,ASESINADO,2013,1,19
12029,05854,ASESINADO,2013,1,19
12030,54206,ASESINADO,2013,1,19
12031,05756,HERIDO,2013,1,19
12032,11001,HERIDO,2013,1,19
12033,05120,HERIDO,2013,1,19
12034,54206,HERIDO,2013,1,19
12035,18753,HERIDO,2013,1,19
12036,18753,HERIDO,2013,1,19
12037,15047,HERIDO,2013,1,19
12038,81065,ASESINADO,2013,1,19
12039,73168,HERIDO,2013,1,19
12040,81065,HERIDO,2013,1,19
12041,73168,HERIDO,2013,1,19
12042,17380,HERIDO,2013,1,19
12043,11001,HERIDO,2013,1,19
12044,11001,HERIDO,2013,2,19
12045,86320,HERIDO,2013,1,19
12046,19050,HERIDO,2013,1,19
12047,52835,ASESINADO,2013,1,19
12048,13001,HERIDO,2013,1,19
12049,11001,HERIDO,2013,1,19
12050,52835,HERIDO,2013,1,19
12051,54720,HERIDO,2013,1,19
12052,18247,HERIDO,2013,1,19
12053,18592,HERIDO,2013,1,19
12054,23580,HERIDO,2013,1,19
12055,52835,HERIDO,2013,1,19
12056,18753,HERIDO,2013,1,19
12057,20013,HERIDO,2013,1,19
12058,76111,HERIDO,2013,2,19
12059,68162,ASESINADO,2013,1,19
12060,20443,HERIDO,2013,1,19
12061,23580,HERIDO,2013,1,19
12062,11001,HERIDO,2013,1,19
12063,41001,HERIDO,2013,1,19
12064,76001,HERIDO,2013,1,19
12065,05107,ASESINADO,2013,1,19
12066,05107,ASESINADO,2013,1,19
12067,05107,ASESINADO,2013,1,19
12068,95015,HERIDO,2013,1,19
12069,05107,HERIDO,2013,1,19
12070,05107,HERIDO,2013,1,19
12071,05107,HERIDO,2013,1,19
12072,54206,HERIDO,2013,1,19
12073,54206,HERIDO,2013,1,19
12074,05120,HERIDO,2013,1,19
12075,23807,HERIDO,2013,1,19
12076,54206,HERIDO,2013,1,19
12077,44430,ASESINADO,2013,2,19
12078,27001,HERIDO,2013,1,19
12079,68162,ASESINADO,2013,1,19
12080,68162,ASESINADO,2013,1,19
12081,68162,ASESINADO,2013,1,19
12082,68162,ASESINADO,2013,1,19
12083,68162,ASESINADO,2013,1,19
12084,68162,ASESINADO,2013,1,19
12085,68162,ASESINADO,2013,1,19
12086,68162,ASESINADO,2013,1,19
12087,68162,ASESINADO,2013,1,19
12088,68162,ASESINADO,2013,1,19
12089,68162,HERIDO,2013,1,19
12090,68162,HERIDO,2013,1,19
12091,68162,HERIDO,2013,1,19
12092,68162,HERIDO,2013,1,19
12093,68162,HERIDO,2013,1,19
12094,68162,HERIDO,2013,1,19
12095,54245,HERIDO,2013,1,19
12096,68755,HERIDO,2013,1,19
12097,52835,ASESINADO,2013,1,19
12098,23807,ASESINADO,2013,1,19
12099,52835,HERIDO,2013,1,19
12100,52473,HERIDO,2013,1,19
12101,52473,HERIDO,2013,1,19
12102,52473,HERIDO,2013,1,19
12103,52835,HERIDO,2013,1,19
12104,23807,HERIDO,2013,1,19
12105,18256,HERIDO,2013,1,19
12106,54810,HERIDO,2013,1,19
12107,18247,HERIDO,2013,1,19
12108,52473,HERIDO,2013,1,19
12109,52473,HERIDO,2013,1,19
12110,52473,HERIDO,2013,1,19
12111,52835,HERIDO,2013,1,19
12112,52256,HERIDO,2013,1,19
12113,52256,HERIDO,2013,1,19
12114,76001,HERIDO,2013,1,19
12115,76001,HERIDO,2013,1,19
12116,52835,ASESINADO,2013,1,19
12117,52835,HERIDO,2013,1,19
12118,52835,HERIDO,2013,1,19
12119,11001,HERIDO,2013,1,19
12120,76520,HERIDO,2013,1,19
12121,13670,HERIDO,2013,1,19
12122,13670,HERIDO,2013,1,19
12123,13670,HERIDO,2013,1,19
12124,13670,HERIDO,2013,1,19
12125,95001,ASESINADO,2013,2,19
12126,08001,HERIDO,2013,1,19
12127,11001,HERIDO,2013,1,19
12128,11001,HERIDO,2013,2,19
12129,68684,HERIDO,2013,1,19
12130,76834,HERIDO,2013,1,19
12131,52835,ASESINADO,2013,1,19
12132,95001,HERIDO,2013,1,19
12133,52835,HERIDO,2013,1,19
12134,11001,HERIDO,2013,1,19
12135,11001,HERIDO,2013,1,19
12136,11001,HERIDO,2013,1,19
12137,18001,HERIDO,2013,1,19
12138,19573,HERIDO,2013,1,19
12139,11001,HERIDO,2013,1,19
